"Tax_HotelID","Tax_HotelName","Tax_HotelAddress","Tax_City"
9685,"LEEWARD ISLES UNIT 4205","15010 LEEWARD DR","CORPUS CHRISTI"
5183,"COMPASS CONDO UNIT A1","14427 COMPASS ST UNIT A1","CORPUS CHRISTI"
5184,"COMPASS CONDO UNIT A13","14427 COMPASS ST UNIT A13","CORPUS CHRISTI"
11999,"SAN DOLLAR UNIT 13","14873 GRANADA DR UNIT 13","CORPUS CHRISTI"
14290,"TRMC","14427 COMPASS ST # AZ","CORPUS CHRISTI"
179,"14300 ALOHA #247","14300 ALOHA ST APT 247","CORPUS CHRISTI"
180,"14334 CRUISER","14334 CRUISER ST APT 101","CORPUS CHRISTI"
207,"15422 SEAMOUNT CAY #206","15422 SEAMOUNT CAY CT APT 206","CORPUS CHRISTI"
5185,"COMPASS INIT B11","14427 COMPASS ST UNIT B11","CORPUS CHRISTI"
11204,"PUENTA VISTA #138","14300 ALOHA ST APT 138","CORPUS CHRISTI"
9264,"LA JOYA #201","15422 SEAMOUNT CAY CT APT 201","CORPUS CHRISTI"
9265,"LA JOYA #207","15422 SEAMOUNT CAY CT APT 207","CORPUS CHRISTI"
7487,"GREG RIVES","13941 FORTUNA BAY DR APT 202","CORPUS CHRISTI"
6396,"DOTSON EXCAPES, LLC","15422 SEAMOUNT CAY CT APT 304","CORPUS CHRISTI"
9559,"LAKESHORE VILLA #13","15125 LEEWARD DR APT 13","CORPUS CHRISTI"
4882,"CJD 502","14813 LEEWARD DR APT 502","CORPUS CHRISTI"
5952,"CPV130","14300 ALOHA ST APT 130","CORPUS CHRISTI"
2590,"CBC162","14721 WHITECAP BLVD APT 162","CORPUS CHRISTI"
2592,"CBC383","14721 WHITECAP BLVD APT 383","CORPUS CHRISTI"
4927,"CLJ302","15422 SEAMOUNT CAY CT APT 302","CORPUS CHRISTI"
6022,"CSH102","14921 WINDWARD DR APT 102","CORPUS CHRISTI"
2591,"CBC334","14723 WHITECAP BLVD # 334","CORPUS CHRISTI"
4940,"CMQ305","14521 E CABANA ST APT 305","CORPUS CHRISTI"
6023,"CSH106","14921 WINDWARD DR APT 106","CORPUS CHRISTI"
5951,"CPB106","15209 S PADRE ISLAND DR","CORPUS CHRISTI"
6021,"CSEA8","15225 LEEWARD DR APT A8","CORPUS CHRISTI"
4909,"CLCA08","15201 LEEWARD DR APT A8","CORPUS CHRISTI"
2593,"CCOA8","14427 COMPASS ST UNIT A8","CORPUS CHRISTI"
6024,"CSP102","14424 E CABANA ST UNIT 102","CORPUS CHRISTI"
5040,"COMFORT INN-FIESTA AREA","6755 FM 2696","SAN ANTONIO"
11166,"PORT ROYAL BY THE SEA RESORT HOTEL","6317 STATE HIGHWAY 361","PORT ARANSAS"
10498,"NEW YORK HOSPITALITY JV DBA DAYS INN SOUTH","4220 SOUTH IH-35","AUSTIN"
11227,"QUALITY INN & SUITES","1901 N PADRE ISLAND DR","CORPUS CHRISTI"
13327,"SUPER 8 MOTEL","1429 IH 35 NORTH","SAN MARCOS"
13790,"THE HAVEN RIVER INN","105 HIGHWAY 473","COMFORT"
7496,"GRUENE COTTAGES","1950 HUNTER RD","NEW BRAUNFELS"
16227,"VARSITY INN MOTEL","1004 E 1ST ST","CAMERON"
9511,"LAITY LODGE","12 MILES NORTH OF LEAKEY ON HWY 83","LEAKEY"
16184,"VALLEY HI INN","100 VALLEY HI","SAN ANTONIO"
1645,"BEST WESTERN","9401 S DESERT BLVD","ANTHONY"
8623,"HOWARD JOHNSON","6901 W INTERSTATE 10","SAN ANTONIO"
9155,"KIMBER MODERN","110 THE CIR","AUSTIN"
12692,"SOUTH PADRE BEACH HOUSES INC","5009 PADRE BLVD STE 8","SOUTH PADRE ISLAND"
11046,"PIONEER RV RESORT","120 GULFWIND DR","PORT ARANSAS"
13365,"SUPER 8 MOTEL","5319 CASA BELLA","SAN ANTONIO"
9458,"LA QUINTA INN SUITES","1940 SIDNEY BAKER","KERRVILLE"
8075,"HOLIDAY INN EXPRESS","108 IH 35 N","SAN MARCOS"
995,"ANCHOR INN MARINA AND RESORT","800 TOMAHAWK DR","WEST TAWAKONI"
2576,"CASTLE AVALON, LLC","10900 W STATE HIGHWAY 46","NEW BRAUNFELS"
8000,"HILTON PALACIO DEL RIO","200 S ALAMO ST","SAN ANTONIO"
7270,"FRIO RIVER RENTALS","117 S TOMAHAWK WAY","CONCAN"
6144,"DAY'S INN SAN JUAN","112 WEST EXPRESSWAY 83","SAN JUAN"
757,"ALISTER SQUARE INN, LTD.","122 S ALISTER ST","PORT ARANSAS"
7751,"HARBOR INN BAYFRONT","411 N SHORELINE BLVD","CORPUS CHRISTI"
2008,"BONITA ISLA RENTALS","127 E DOLPHIN ST","SOUTH PADRE ISLAND"
1664,"BEST WESTERN CEDAR INN","425 E WHITESTONE BLVD","CEDAR PARK"
7158,"FLAGSTAFF INN","906 JUNCTION HWY","KERRVILLE"
5227,"CORAL CAY RENTAL POOL","1421 S 11TH ST","PORT ARANSAS"
9517,"LAKE AUSTIN SPA RESORT","1705 S QUINLAN PARK RD","AUSTIN"
16509,"WHITE ROCK INN","801 N I H 35","SAN MARCOS"
905,"AMERICAN MOTEL","5547 RANDOLPH BLVD","SAN ANTONIO"
16135,"UNIVERSITY INN","2300 S TEXAS AVE","BRYAN"
13329,"SUPER 8 MOTEL","1525 N STATE HIGHWAY 46","SEGUIN"
2091,"BUDGET HOST","1520 S I-35","BELTON"
9035,"KABIR MARINA GRAND HOTEL, LTD.","300 N SHORELINE BLVD","CORPUS CHRISTI"
13331,"SUPER 8 MOTEL","1705 S HWY 34","TERRELL"
6685,"EL MIO MOTEL","3555 ROOSEVELT AVE","SAN ANTONIO"
1841,"BEST WESTERN TEMPLE","602 N GENERAL BRUCE DR","TEMPLE"
6217,"DAYS INN PORT LAVACA","2100 N HWY 35","PORT LAVACA"
10784,"PALACE INN","555 HIGHWAY 290 W","BRENHAM"
10355,"MOTEL 6 NORTH","1701 N INTERSTATE 35","SAN MARCOS"
10496,"NEW ROAD INN","4000 S JACK KULTGEN EXPY","WACO"
13320,"SUPER 8 MOTEL","1115 S EXPWY 77 & 83","HARLINGEN"
1989,"BLUFF'S LANDING MARINA AND LODGE","4226 LAGUNA SHORES RD","CORPUS CHRISTI"
1990,"BLUFF'S LANDING MARINA AND LODGE - HAWK'S NEST","4242 LAGUNA SHORES RD","CORPUS CHRISTI"
13609,"TEXAS MOTEL","6702 N LAMAR BLVD","AUSTIN"
10089,"MEHL'S MOTEL","6712 N LAMAR BLVD","AUSTIN"
5123,"COMFORT SUITES","609 CHISHOLM TRL","ROUND ROCK"
7620,"HAMPTON INN","2702 O W CURRY DR","KILLEEN"
12254,"SEA SHELL INN","202 KLEBERG PL","CORPUS CHRISTI"
7609,"HAMPTON INN","1705 N HWY 181","PORTLAND"
6214,"DAYS INN OF KERRVILLE","2000 SIDNEY BAKER","KERRVILLE"
7639,"HAMPTON INN","979 IH 35 NORTH","NEW BRAUNFELS"
893,"AMERICAN INN","1309 W BROADWAY","VAN HORN"
6896,"EXTENDA A SUITES","9735 N INTERSTATE 35","SAN ANTONIO"
6274,"DELUXE INN & SUITES","5546 LEOPARD ST","CORPUS CHRISTI"
12865,"SPRINGHILL SUITES MARRIOTT","10936 STONELAKE BLVD","AUSTIN"
2327,"CANDLEWOOD SUITES","7930 N STEMMONS FWY","DALLAS"
5031,"COLUMBUS INN","2208 S HIGHWAY 71","COLUMBUS"
6600,"EL CAMINO MOTEL","1500 N WASHINGTON ST","BEEVILLE"
7717,"HAMPTON INN OF KERRVILLE","2038 SIDNEY BAKER ST","KERRVILLE"
1784,"BEST WESTERN PLUS DOWNTOWN NORTH","2131 IH 35 N","SAN ANTONIO"
11345,"RAMADA INN AUSTIN NORTH","9121 NORTH DR # IH35","AUSTIN"
6835,"EXECUTIVE INN","2 MI W & EXPRESSWAY 83 SE CORNER","MERCEDES"
1603,"BEST BUDGET INN","903 N INTERSTATE HIGHWAY 35","SAN MARCOS"
1835,"BEST WESTERN SHETLAND INN & SUITES","3602 SE MILITARY DR","SAN ANTONIO"
9386,"LA QUINTA INN & SUITES-HOUSTON WEST ROAD","9034 W SAM HOUSTON PKWY N","HOUSTON"
871,"AMERICA'S BEST VALUE INN","901 N HWY 35","ROCKPORT"
8142,"HOLIDAY INN EXPRESS","925 HIGHWAY 35 N","ROCKPORT"
854,"AMERICA'S BEST VALUE INN","1601 S BRYANT BLVD","SAN ANGELO"
13316,"SUPER 8 MOTEL","100 PARK NORTH DR","ANTHONY"
1057,"ANTLERS INN","1013 HWY 59 WEST","GOLIAD"
7911,"HILTON AUSTIN AIRPORT","9515 NEW AIRPORT DR","AUSTIN"
13267,"SUPER 8","2127 SIDNEY BAKER ST","KERRVILLE"
5305,"COUNTRY INN & SUITES BY CARLSON ROUND ROCK","1560 N IH 35","ROUND ROCK"
11131,"POOJA BUSINESS, INC./WALNUT FOREST MOTEL","11506 IH 35 NORTH","AUSTIN"
6180,"DAYS INN & SUITES","750 W NASA RD 1","WEBSTER"
7354,"GATEWAY INN L L C","4910 SAN BERNARDO AVE","LAREDO"
1679,"BEST WESTERN EDINBURG INN AND SUITES","2708 S BUSINESS HWY 281","EDINBURG"
7597,"HALLMARK INN & SUITES","4500 E CENTEX EXPY","KILLEEN"
11833,"ROSE MANSION","903 ROSEWAY","SALADO"
11525,"RELAX INN","4210 SURFSIDE BLVD","CORPUS CHRISTI"
8258,"HOLIDAY INN EXPRESS HOTEL & SUITES","1309 E COMMERCE ST","SAN ANTONIO"
917,"AMERICAS BEST VALUE INN","15101 IH 35 S","BUDA"
7070,"FALCON EXECUTIVE INN","143 S US HWY 83","ZAPATA"
13419,"SURF MOTEL","2612 GULF BLVD","SOUTH PADRE ISLAND"
11831,"ROSE HILL MANOR","26+14 UPPER ALBERT","STONEWALL"
14125,"TOWN COTTAGES","705 E NORTH MAIN ST","FLATONIA"
9012,"JOSHUA CREEK RANCH","132 CRAVEY RD","BOERNE"
8291,"HOLIDAY INN EXPRESS INN & SUITES","1203 UNIVERSITY DR E","COLLEGE STATION"
13862,"THE MAIN HOUSE","1021 MAIN ST","KERRVILLE"
13362,"SUPER 8 MOTEL","510 HWY 46 S","NEW BRAUNFELS"
6981,"FAIRFIELD INN & SUITES","2117 S 10TH ST","MCALLEN"
1263,"BANDERA LODGE MOTEL","700 STATE HWY 16 S","BANDERA"
5158,"COMFORT SUITES INN & SUITES","651 SUNRISE BLVD","BROWNSVILLE"
8181,"HOLIDAY INN EXPRESS & SUITES","3801 S CLOSNER BLVD","EDINBURG"
14327,"TRU BY HILTON EDINBURG","407 W TRENTON RD","EDINBURG"
8395,"HOME2 SUITES BY HILTON","411 W TRENTON RD","EDINBURG"
9644,"LAS PALMAS INN","609 E EXPRESSWAY 83","MISSION"
5274,"COTULLA EXECUTIVE INN","900 S INTERSTATE 35","COTULLA"
12542,"SLEEP INN","1701 N HIGHWAY 77","WAXAHACHIE"
7498,"GRUENE MANSION","1275 GRUENE RD","NEW BRAUNFELS"
12155,"SCOTTISH INN","815 S US HIGHWAY 281","ALICE"
10659,"ONCONGRESS","706 CONGRESS AVE","AUSTIN"
7791,"HAWTHORN SUITES LTD","1442 S PADRE ISLAND DR","CORPUS CHRISTI"
8292,"HOLIDAY INN EXPRESS INNS & SUITES","780 E VISTA RIDGE MALL DR","LEWISVILLE"
2682,"CHUCK WAGON INN","1156 FM 2093","FREDERICKSBRG"
7265,"FRIO ACRES INC","1047 COUNTY ROAD 350","CONCAN"
13585,"TEXAS INN","1202 N MAIN ST","LA FERIA"
4942,"COACHWAY INN","1908 E PIERCE","LULING"
9987,"MARATHON MOTEL","703 WEST HIGHWAY 90","MARATHON"
11265,"QUALITY INN SEAWORLD","323 SW LOOP 410","SAN ANTONIO"
8096,"HOLIDAY INN EXPRESS","1985 NORTH US 77/83 EXPRESSWAY","BROWNSVILLE"
916,"AMERICAS BEST VALUE INN","1400 N INTERSTATE 35","ROUND ROCK"
5108,"COMFORT SUITES","4275 DFW TPKE","DALLAS"
13061,"STUDIO 6","700 SAVANNAH AVE","MCALLEN"
1312,"BAY FRONT INN","601 N SHORELINE BLVD","CORPUS CHRISTI"
2678,"CHRISTOPHER ALAN WOODS","17131 ROCKY RIDGE RD","AUSTIN"
8303,"HOLIDAY INN EXPRESS PHARR","205 W NOLANA LOOP","PHARR"
10988,"PELICAN BAY RESORT INC","4206 N HWY 5","FULTON"
6980,"FAIRFIELD INN & SUITES","200 E CENTRAL TEXAS EXPY","KILLEEN"
5091,"COMFORT SUITES","1814 ENNIS JOSLIN RD","CORPUS CHRISTI"
13127,"SUMMERS MILL RETREAT AND CONFERENCE CENTER","7441 FM 1123 # 41","BELTON"
1198,"AUSTIN HILTON CONVENTION HOTEL","500 E 4TH ST","AUSTIN"
2628,"CHAPARRAL MOTEL","310 HIGHWAY 77 S","HALLETTSVILLE"
7735,"HANGAR HOTEL","155 AIRPORT RD","FREDERICKSBURG"
1643,"BEST WESTERN","901 W YOUNG ST","LLANO"
8103,"HOLIDAY INN EXPRESS","2400 SOUTH HWY 77","KINGSVILLE"
14164,"TOWNEPLACE SUITES BY MARRIOTT","2574 S US HIGHWAY 77","KINGSVILLE"
7336,"GARDEN INN OF NEW BRAUNFELS","1051 N BUSINESS IH 35","NEW BRAUNFELS"
8097,"HOLIDAY INN EXPRESS","200 NUECES ST","GEORGE WEST"
13004,"STERLING INN","6530 SW FWY","HOUSTON"
8092,"HOLIDAY INN EXPRESS","167 S US HIGHWAY 83","ZAPATA"
8469,"HOMEWOOD SUITES BY HILTON HARLINGEN","603 E SESAME DR","HARLINGEN"
13812,"THE INN AT FULTON HARBOR, INC.","215 N FULTON BEACH RD","PORT ARANSAS"
7248,"FOXFIRE CABINS","117 OLSEN RANCH RD","VANDERPOOL"
11024,"PHARR EXECUTIVE INN","2418 S CAGE","MCALLEN"
8842,"ISLAND INN","5100 GULF BLVD","SOUTH PADRE ISLAND"
2265,"CAMELOT INN & SUITES","9521 W LITTLE YORK RD","HOUSTON"
6154,"DAYS INN - MEDICAL CENTER","2102 S COULTER ST","AMARILLO"
13379,"SUPER 8 MOTEL","910 N CENTRAL EXPY","MC KINNEY"
12957,"STAYBRIDGE SUITES","501 W TEXAS AVE STE 154","WEBSTER"
7696,"HAMPTON INN DALLAS/ROCKWALL","1549 LAGUNA DR","ROCKWALL"
8346,"HOLIDAY INN TEMPLE","5247 S GENERAL BRUCE DR","TEMPLE"
11292,"QUINTANA BEACH COUNTY PARK","330 5TH ST","QUINTANA"
12012,"SAN LUIS PASS COUNTY PARK","14001 COUNTY ROAD 257","FREEPORT"
2276,"CAMP MOHAWK COUNTY PARK","110 COUNTY ROAD 193","ALVIN"
10095,"MEMORIAL STUDENT CENTER","1238 TEXAS A & M UNIVERSITY","COLLEGE STA"
10534,"OAKDALE PARK","1019 NE BIG BEND TRL","GLEN ROSE"
8974,"JESSE JONES ROTARY HOUSE","1600 HOLCOMBE BLVD","HOUSTON"
11982,"SAM HOUSTON STATE UNIVERSITY","1806 AVE J","HUNTSVILLE"
9098,"KERRVILLE SCHREINER MUNICIPAL PARK","2385 BANDERA HWY","KERRVILLE"
9856,"LOWER COLORADO RIVER AUTHORITY","BLACK ROCK PARK - HIGHWAY 261","BUCHANAN DAM"
10073,"MCKINNEY ROUGHS NATURE PARK","1884 STATE HIGHWAY 71 W","CEDAR CREEK"
9519,"LAKE BASTROP PARKS","375 SOUTHSHORE RD","BASTROP"
11745,"RIVERSIDE CONVENTION CENTER","1405 WILLOW ST","BASTROP"
2085,"BUCHANAN DAM ADMINISTRATION COMPLEX","101 BUCHANAN DR","BUCHANAN DAM"
10531,"OAK THICKET PARK","3819 W STATE HIGHWAY 159","FAYETTEVILLE"
9595,"LANDMARK INN STATE HISTORICAL SITE","402 FLORENCE ST","CASTROVILLE"
16226,"VARNER-HOGG PLANTATION STATE HISTORICAL SITE","1702 N 13TH ST","WEST COLUMBIA"
2271,"CAMP ALLEN CAMP AND CONFERENCE CENTER","18800 FM 362 RD","NAVASOTA"
7210,"FORT WORTH CLUB","306 W 7TH ST","FORT WORTH"
12562,"SLEEP INN OF LONGVIEW","615 CITY CENTER WAY","LONGVIEW"
12723,"SOUTHWESTERN BAPTIST THEOL SEMINARY","2001 W SEMINARY DR","FORT WORTH"
11198,"PRUDE RANCH INC","5 MILES N OF JCT ON HIGHWAYS 118 & 17","FORT DAVIS"
6819,"EXCELSIOR HOUSE HOTEL","211 W AUSTIN ST","JEFFERSON"
15223,"TWIN COVES PARK","5001 WICHITA TRAIL","FLOWER MOUND"
5180,"COMO MOTEL","721 S CENTRAL EXPY","RICHARDSON"
6300,"DEVILS RIVER MOTEL","IH 10 & GOLF COURSE ROAD","SONORA"
10964,"PECAN PLANTATION COUNTRY CLUB","8 1/10 MI SW ON WESTOVER RD","GRANBURY"
7774,"HAWKEYE HUNTING CLUB","920 CR 2038","CENTER"
5987,"CROWN COLONY COUNTRY CLUB, INC.","900 CROWN COLONY DR","LUFKIN"
996,"ANCHOR MOTEL","10230 HARRY HINES BLVD","DALLAS"
5969,"CRESCENT PARK MOTEL","2001 HALL AVE","LITTLEFIELD"
9706,"LEVELLAND MOTEL INC","304 COLLEGE AVE","LEVELLAND"
6476,"DUNBAR EAST RESTAURANT & MOTEL","1728 PULLIAM ST","SAN ANGELO"
2603,"CENTER FOR CHRISTIAN GROWTH, INC.","2549 W STATE HIGHWAY 46","NEW BRAUNFELS"
13544,"TEJAS MOTEL & CAFE","4405 E HIGHWAY 80","MESQUITE"
16189,"VALLEY VIEW MOTEL","2009 EAST LANCASTER","FORT WORTH"
9258,"LA HACIENDA MOTEL","425 S GREAT SOUTHWEST PKWY","GRAND PRAIRIE"
5990,"CROWN INN","1518 S GRANT","ODESSA"
8425,"HOMEGATE STUDIOS & SUITES","3950 W. AIRPOT FREEWAY","IRVING"
10588,"ODESSA EXECUTIVE INN","2505 E 2ND STREET","ODESSA"
1375,"BAYMONT INN & SUITES HOTEL","410 US HIGHWAY 79 S","HENDERSON"
8072,"HOLIDAY INN EXPRESS","1030 E PALESTINE AVE","PALESTINE"
9629,"LAQUINTA PALESTINE","3000 S LOOP 256","PALESTINE"
9477,"LA QUINTA JACKSONVILLE","1902 S JACKSON ST","JACKSONVILLE"
13003,"STERLING HOTEL DALLAS","1055 REGAL ROW","DALLAS"
16186,"VALLEY MOTEL","1850 JACKSBORO HWY","FORT WORTH"
11106,"PLAZA MOTEL","10633 S FREEWAY","FORT WORTH"
2107,"BUDGET INN","1621 S AUSTIN AVE","DENISON"
9492,"LA VILLA VISTA BED AND BREAKFAST","6701 OASIS PASS","AUSTIN"
14034,"THOUSAND TRAILS - TEXOMA","209 THOUSAND TRAILS DR","GORDONVILLE"
14122,"TOWER MOTEL","3417 S 1ST ST","ABILENE"
13603,"TEXAS INN MOTEL","505 W MOORE AVE","TERRELL"
10189,"MID CITY INN","1451 W EULESS BLVD","EULESS"
4899,"CLASSIC INN","2520 NE 28TH ST","FORT WORTH"
11384,"RAY MAC ENERGY","9701 HWY 152","SKELLYTOWN"
6555,"ECONOLODGE DALLAS AIRPORT NORTH","2275 VALLEY VIEW LANE","FARMERS BRANCH"
11774,"ROBERT MERRITHEW & LINDA M DENSON","4227 LAS PALMAS ST","GALVESTON"
11773,"ROBERT MERRITHE & LINDA DENSON","14130 MIRAMAR DR","GALVESTON"
9650,"LASKER INN","1019 16TH ST","GALVESTON"
2602,"CEDAR MILLS MARINA","CEDAR MILLS ROAD","GORDONVILLE"
9739,"LINFIELD MOTEL","7701 S CENTRAL EXPWY","DALLAS"
13025,"STRATFORD HOUSE INN","2600 WNW LOOP 323","TYLER"
12829,"SPRINGHILL SUITES","2363 STEMMONS TRL","DALLAS"
13371,"SUPER 8 MOTEL","6002 EAST END BLVD SOUTH","MARSHALL"
12514,"SILVERLEAF SEASIDE RESORT","19320 TERMINI SAN LUIS PASS RD","GALVESTON"
9537,"LAKE O'THE WOODS","17446 PINTAIL DR","FLINT"
8356,"HOLLY LAKE RANCH","1823 S FM 2869","HOLLY LAKE RANCH"
11904,"SAFARI RESORT","COUNTY ROAD 2008 1 MI OFF US HWY 67","GLEN ROSE"
8706,"HYATT REGENCY HILL COUNTRY RESORT","9800 HYATT RESORT DR","SAN ANTONIO"
8358,"HOLLY PARK MARINA INC","FM 276 11 MI N","MILAM"
5217,"COOPER AEROBICS ENTERPRISES","12200 PRESTON RD","DALLAS"
6832,"EXECUTIVE INN","1650 E INTERSTATE 20","ABILENE"
9268,"LA MANCHA LAKE RANCH","116 N SEAMAN ST","EASTLAND"
6150,"DAYS INN-TX STADIUM","2200 E AIRPORT FWY","IRVING"
14298,"TROPICAL MOTEL","4831 N SHEPHERD DR","HOUSTON"
7475,"GREAT WESTERN INN & SUITE","400 SW H K DODGEN LOOP","TEMPLE"
852,"AMERICA'S BEST VALUE INN","1515 OLD ECTOR RD","BONHAM"
880,"AMERICA'S BEST VALUE INN AND SUITES","1135 N BECKLEY AVE","DE SOTO"
10157,"MICROTEL INN","1740 OAK VILLAGE BLVD","ARLINGTON"
6968,"FAIRFIELD INN","2500 E LAMAR BLVD","ARLINGTON"
6971,"FAIRFIELD INN","4800 W JOHN CARPENTER FWY","IRVING"
12901,"STAGECOACH INN","902 N MAGNOLIA ST","WOODVILLE"
1727,"BEST WESTERN JEFFERSON INN","1610 INTERSTATE 10 S","BEAUMONT"
1657,"BEST WESTERN BEAUMONT INN","2155 N 11TH ST","BEAUMONT"
1846,"BEST WESTERN WESTCHASE MINI SUITES","2950 W SAM HOUSTON PARKWAY","HOUSTON"
11866,"ROYAL INN OF ABILENE","5695 S 1ST ST","ABILENE"
6291,"DESERT SANDS MOTOR INN","611 I35 E","DENTON"
12914,"STAR MOTEL","7635 S CENTRAL EXPY","DALLAS"
6017,"CRYSTAL PALACE INN","1303 TAHOKA ROAD","BROWNFIELD"
7768,"HASKELL INN","115 S AVENUE E","HASKELL"
1201,"AUSTIN LUXURY SUITE","8803 TALLWOOD DR","AUSTIN"
6208,"DAYS INN LANCASTER","8212 S LANCASTER RD","DALLAS"
11346,"RAMADA INN DFW AIRPORT SOUTH","4110 W AIRPORT FWY","IRVING"
8101,"HOLIDAY INN EXPRESS","22105 KATY FRWY","KATY"
13328,"SUPER 8 MOTEL","151 E ALSBURY BLVD","BURLESON"
8093,"HOLIDAY INN EXPRESS","1721 PLEASANT PL","ARLINGTON"
9282,"LA POSADA HOTEL","1000 ZARAGOZA ST","LAREDO"
13614,"TEXAS RANGER MOTEL & RV PARK","401 EAST HIGHWAY 84","SANTA ANNA"
6262,"DELUX INN","4451 S FREEWAY","FORT WORTH"
9790,"LONE STAR INN","501 E HURST BLVD","HURST"
13342,"SUPER 8 MOTEL","220 W SPING VALLEY ROAD","RICHARDSON"
5118,"COMFORT SUITES","5113 S LOOP 289","LUBBOCK"
9530,"LAKE FORK MARINA","275 COUNTY ROAD 1558","ALBA"
1178,"ASTRO INN","3517 HWY 67","MESQUITE"
1780,"BEST WESTERN PLUS CROWN COLONY INN & SUITES","3211 S 1ST ST","LUFKIN"
10282,"MOTEL 6 - DALLAS","10921 ESTATE LN","DALLAS"
4893,"CLARION POINTE","411 INDUSTRIAL DR E","SULPHUR SPRINGS"
8312,"HOLIDAY INN EXPRESS SIX FLAGS","2451 E RANDOL MILL RD","ARLINGTON"
11351,"RAMADA LIMITED - MARKET CENTER","2026 MARKET CENTER BLVD","DALLAS"
10076,"MCM ELEGANTE'","5200 E UNIVERSITY BLVD","ODESSA"
6165,"DAYS INN & SUITES","2101 N CENTRAL EXPY","PLANO"
850,"AMERICA'S BEST VALUE INN","150 SLATON RD","LUBBOCK"
13807,"THE HOTEL PAISANO","207 N HIGHLAND ST","MARFA"
8543,"HOTEL EL CAPITAN","100 BROADWAY","VAN HORN"
1171,"ASHMORE INN & SUITES","4019 S LOOP 289","LUBBOCK"
2101,"BUDGET INN","116 S US HIGHWAY 96","SAN AUGUSTINE"
14196,"TRADEWINDS MOTEL","2406 W MAIN ST","GRAND PRAIRIE"
13244,"SUPER 7 INN","6401 AIRPORT FWY","HALTOM CITY"
10258,"MOON LIGHT INN","5212 AIRLINE DR","HOUSTON"
10373,"MOTEL ONE","2925 E US HIGHWAY 80","ODESSA"
13321,"SUPER 8 MOTEL","1130 INTERSTATE 30","ROCKWALL"
6847,"EXECUTIVE INN","3800 HIGHWAY 377 S","FORT WORTH"
12178,"SCOTTISH INNS","111 W INTERSTATE 20","WEATHERFORD"
755,"ALICE MOTOR INN","500 S US HIGHWAY 281","ALICE"
2176,"BUDGETEL INN","904 NASA PKWY","HOUSTON"
12732,"SPANISH TRACE INN","716 E TYLER ST","ATHENS"
12088,"SANTA FE JUNCTION MOTOR INN","410 W AVENUE L","SAN ANGELO"
6148,"DAYS-INN","3645 LEON RD","GARLAND"
13246,"SUPER 7 INN","9626 C F HAWN FWY","DALLAS"
11996,"SAN AUGUSTINE INN","1009 W STATE HIGHWAY 21","SAN AUGUSTINE"
16529,"WILDFLOWER INN","INT HWY 11 & 49","HUGHES SPRINGS"
13294,"SUPER 8","907 HURST ST","CENTER"
5167,"COMFORT SUITES SOUTH","6318 VENTURA DR # I-27","AMARILLO"
11348,"RAMADA LIMITED","1821 NORTHWEST HWY","GARLAND"
16467,"WEST WIND MOTEL","3808 W WALL","MIDLAND"
11515,"RELAX INN","1000 W MAIN ST","GRAND PRAIRIE"
7478,"GREATWESTERN INN","5930 JACKSBORO HWY","FORT WORTH"
11512,"REGENT HOSPITALITY, LTD.-COURTYARD BY THE MARRIOTT","4949 REGENT BLVD","IRVING"
5297,"COUNTRY INN & SUITES","2200 MERCARDO","FORT WORTH"
8144,"HOLIDAY INN EXPRESS","9401 E INTERSTATE 40","AMARILLO"
7490,"GREYSTONE CASTLE SPORTING CLUB","65756 INTERSTATE 20","MINGUS"
16445,"WAYFARER MOTOR HOTEL","618 E CENTRAL EXPRESSWAY","WICHITA FALLS"
5162,"COMFORT SUITES LUFKIN","4402 SOUTH FIRST","LUFKIN"
16594,"WINGATE INN","8650 N STEMMONS FWY","DALLAS"
5053,"COMFORT INN CONROE","1115 LEAGUE LINE RD","CONROE"
1894,"BIG TEXAN INN","7703 E INTERSTATE 40","AMARILLO"
10163,"MICROTEL INN & SUITES","317 HWY 80 EAST","MESQUITE"
10527,"OAK CLIFF INN","7006 S R L THORNTON FWY","DALLAS"
10082,"MCWHORTER'S LIVE OAK LODGE","143 SWEET RD","BLACKWELL"
5159,"COMFORT SUITES LA PORTE","902 S 8TH ST","LA PORTE"
12310,"SEAGOVILLE INN","1920 N HIGHWAY 175","SEAGOVILLE"
13364,"SUPER 8 MOTEL","5225 N BEACH ST","FORT WORTH"
9231,"LA CANTERA HILL COUNTRY RESORT","16641 LA CANTERA PKWY","SAN ANTONIO"
12084,"SANGER INN","1400 N STEMMONS ST","SANGER"
12083,"SANFORD HOUSE","506 N CENTER ST","ARLINGTON"
8117,"HOLIDAY INN EXPRESS","4225 N MACARTHUR BLVD","IRVING"
6220,"DAYS INN SOUTH","6025 AVE A LUBBOCK","LUBBOCK"
16481,"WESTERN TWELVE OAKS MOTEL","2298 SE LOOP # 49","CARTHAGE"
7778,"HAWTHORN SUITES","13400 NORTH FWY","FORT WORTH"
13407,"SURE STAY PLUS BY BEST WESTERN","3901 19TH ST","LUBBOCK"
8748,"INN OF THE CONCHO'S","2121 N BRYANT BLVD","SAN ANGELO"
5067,"COMFORT SUITE NORTH","3751 TANACROSS DR","FORT WORTH"
8194,"HOLIDAY INN EXPRESS & SUITES","9089 VANTAGE POINT DR","DALLAS"
10158,"MICROTEL INN & SUITES","10675 SOUTH FWY","FORT WORTH"
